,Gesture Name,joint_head_x,joint_head_y,joint_head_z,joint_neck_x,joint_neck_y,joint_neck_z,joint_torso_x,joint_torso_y,joint_torso_z,joint_waist_x,joint_waist_y,joint_waist_z,joint_left_collar_x,joint_left_collar_y,joint_left_collar_z,joint_left_shoulder_x,joint_left_shoulder_y,joint_left_shoulder_z,joint_left_elbow_x,joint_left_elbow_y,joint_left_elbow_z,joint_left_wrist_x,joint_left_wrist_y,joint_left_wrist_z,joint_left_hand_x,joint_left_hand_y,joint_left_hand_z,joint_right_collar_x,joint_right_collar_y,joint_right_collar_z,joint_right_shoulder_x,joint_right_shoulder_y,joint_right_shoulder_z,joint_right_elbow_x,joint_right_elbow_y,joint_right_elbow_z,joint_right_wrist_x,joint_right_wrist_y,joint_right_wrist_z,joint_right_hand_x,joint_right_hand_y,joint_right_hand_z,joint_left_hip_x,joint_left_hip_y,joint_left_hip_z,joint_left_knee_x,joint_left_knee_y,joint_left_knee_z,joint_left_ankle_x,joint_left_ankle_y,joint_left_ankle_z,joint_right_hip_x,joint_right_hip_y,joint_right_hip_z,joint_right_knee_x,joint_right_knee_y,joint_right_knee_z,joint_right_ankle_x,joint_right_ankle_y,joint_right_ankle_z
2985,Point At SX,-158.07299999999998,270.313,2298.01,-148.707,150.112,2249.03,-161.361,-210.893,2221.65,-171.825,-402.57800000000003,2175.84,-151.71,64.4295,2242.53,10.9171,76.8535,2233.77,170.576,200.607,2018.5,240.27700000000002,358.227,1823.0,254.217,389.751,1783.9,-151.71,64.4295,2242.53,-299.207,60.1805,2267.52,-377.588,-224.13099999999997,2254.52,-441.07,-470.24,2196.89,-453.76599999999996,-519.462,2185.36,-62.8002,-490.13699999999994,2160.2,-66.5063,-912.4810000000001,2071.51,-66.5063,-1313.72,2071.51,-280.72900000000004,-494.079,2169.54,-280.72900000000004,-925.6510000000001,2169.54,-280.72900000000004,-1326.89,2169.54
217,Drop DX,352.57099999999997,317.58,1981.82,358.369,193.11,1961.64,338.56300000000005,-151.835,1967.61,325.375,-339.483,1930.55,353.464,107.68299999999999,1963.12,524.297,97.2669,1931.48,585.518,-180.61900000000003,1932.45,600.347,-406.454,1782.92,603.313,-451.621,1753.02,353.464,107.68299999999999,1963.12,189.929,112.65700000000001,2014.39,-89.7871,73.96300000000001,2049.48,-217.785,183.718,1836.99,-243.385,205.669,1794.49,426.336,-408.096,1915.41,371.403,-789.416,1742.73,371.403,-1188.79,1742.73,217.734,-398.28,1939.85,151.213,-761.071,1734.43,151.213,-1160.44,1734.43
6064,No Gesture,-51.8968,394.685,2055.57,-42.3401,275.02099999999996,2027.69,-48.7575,-71.6299,2075.15,-43.6657,-272.105,2046.73,-43.9788,186.505,2039.81,121.615,176.28599999999997,1996.52,183.442,-125.33,2018.56,195.454,-375.116,1881.11,197.857,-425.074,1853.62,-43.9788,186.505,2039.81,-211.31900000000002,190.899,2072.1,-279.207,-110.21799999999999,2072.41,-312.096,-371.67699999999996,1962.92,-318.67400000000004,-423.968,1941.03,68.3368,-366.05800000000005,2035.22,13.1433,-732.841,1792.45,13.1433,-1149.83,1792.45,-151.7,-370.465,2041.73,-110.492,-760.308,1834.76,-110.492,-1177.3,1834.76
5902,No Gesture,-34.042,391.50699999999995,2046.56,-42.4586,270.435,2026.25,-76.737,-77.321,2076.55,-82.8328,-278.416,2043.46,-51.1753,182.00400000000002,2039.04,114.609,150.05,2044.11,145.628,-145.95,2084.88,162.123,-403.92800000000005,1964.85,165.422,-455.523,1940.84,-51.1753,182.00400000000002,2039.04,-218.576,181.602,2002.32,-309.211,-104.669,1993.71,-349.126,-353.944,1861.42,-357.10900000000004,-403.79900000000004,1834.97,13.5008,-367.55699999999996,2059.43,-20.2461,-726.9739999999999,1798.58,-20.2461,-1145.92,1798.58,-192.736,-341.75699999999995,2012.98,-166.612,-623.13,1668.73,-166.612,-1042.07,1668.73
2273,Point At DX,272.3,259.965,2420.37,255.78099999999998,143.945,2373.14,230.56099999999998,-209.299,2326.77,225.86900000000003,-400.665,2289.51,249.584,57.1342,2361.74,390.94,29.9502,2438.91,475.93699999999995,-258.616,2460.73,547.946,-514.455,2379.87,562.3480000000001,-565.623,2363.69,249.584,57.1342,2361.74,103.459,72.0864,2288.16,68.695,174.303,2006.53,104.316,238.81799999999998,1738.67,111.44,251.72099999999998,1685.1,323.584,-491.642,2297.7,278.28,-900.686,2155.39,278.28,-1310.3,2155.39,113.4,-468.79699999999997,2270.95,108.883,-849.058,2058.81,108.883,-1258.67,2058.81
2364,Point At DX,293.67,250.862,2419.0,259.046,153.178,2349.79,253.61700000000002,-192.81,2318.78,241.93900000000002,-391.413,2282.92,257.67400000000004,65.7636,2341.96,387.33099999999996,43.3341,2432.46,450.7,-243.699,2472.54,533.529,-497.805,2423.25,550.094,-548.626,2413.39,257.67400000000004,65.7636,2341.96,130.289,73.4447,2238.34,342.134,81.6556,2030.82,501.816,80.0467,1810.91,533.752,79.7249,1766.93,327.376,-509.76099999999997,2304.43,327.376,-945.216,2304.43,327.376,-1354.83,2304.43,131.812,-483.673,2254.99,151.4,-848.35,2017.82,151.4,-1257.96,2017.82
2819,Point At SX,8.34088,216.513,2380.34,9.05325,110.867,2312.11,6.26966,-214.74,2243.52,-8.57928,-419.13699999999994,2196.68,8.32703,25.9181,2294.21,161.325,-4.61761,2243.01,-33.3267,109.88600000000001,2062.85,-233.021,171.46,1902.97,-272.96,183.775,1870.99,8.32703,25.9181,2294.21,-97.6838,3.8442199999999995,2447.94,-97.6838,-285.05,2447.94,-97.6838,-548.169,2447.94,-97.6838,-655.7489999999999,2447.94,107.82600000000001,-440.023,2174.58,-54.1799,-726.2589999999999,1896.51,-54.1799,-1131.39,1896.51,-119.67299999999999,-432.534,2245.15,-129.882,-800.1389999999999,2020.96,-129.882,-1205.27,2020.96
1929,Point At DX,139.043,249.614,2439.19,136.725,135.389,2406.16,134.4,-225.33900000000003,2326.28,142.058,-424.343,2292.73,136.179,50.585,2387.38,280.485,30.8371,2455.91,280.485,-257.53,2455.91,280.485,-520.8,2455.91,280.485,-628.244,2455.91,136.179,50.585,2387.38,-4.9671,52.7306,2321.52,105.32,-124.667,2122.72,246.455,-201.278,1914.1,274.682,-216.6,1872.37,247.69099999999997,-499.64,2290.78,244.95,-891.2239999999999,2140.66,244.95,-1296.57,2140.66,39.8628,-501.784,2300.83,60.2751,-912.8560000000001,2220.3,60.2751,-1318.2,2220.3
6669,No Gesture,207.437,447.88199999999995,1368.77,236.36900000000003,327.17900000000003,1360.99,232.792,-35.7674,1409.07,228.592,-251.69,1390.36,235.493,238.292,1372.76,375.38599999999997,235.458,1278.94,408.86699999999996,-75.4825,1251.81,389.20599999999996,-304.374,1117.04,385.273,-350.152,1090.08,235.493,238.292,1372.76,100.37799999999999,246.55200000000002,1458.33,65.2043,-48.4671,1559.67,-43.0291,-284.428,1500.1,-64.6758,-331.621,1488.18,340.35,-284.502,1373.62,289.30400000000003,-642.243,1114.22,289.30400000000003,-1060.68,1114.22,132.776,-293.35900000000004,1443.74,132.776,-738.193,1443.74,132.776,-1156.63,1443.74
5009,Take SX,-81.8741,314.736,1994.21,-84.0634,187.243,1958.41,-112.63799999999999,-160.181,1933.43,-117.17299999999999,-344.709,1885.64,-91.1635,100.916,1952.2,82.0591,83.3546,1979.56,363.36199999999997,-15.2768,1957.95,377.457,237.843,1884.78,380.276,288.467,1870.15,-91.1635,100.916,1952.2,-258.95099999999996,96.4599,1955.31,-344.077,-189.892,1964.41,-372.185,-398.781,1805.67,-377.806,-440.559,1773.92,-2.0703400000000003,-403.47,1866.34,-7.9301699999999995,-778.923,1657.23,-7.9301699999999995,-1184.17,1657.23,-227.82,-416.899,1874.51,-159.273,-799.791,1691.7,-159.273,-1205.04,1691.7
2108,Point At DX,425.14,283.348,2185.72,442.655,159.417,2143.4,438.145,-203.03900000000002,2140.96,433.166,-401.32599999999996,2115.05,441.56300000000005,71.6758,2142.81,581.056,69.977,2033.64,613.312,-218.588,1982.99,550.891,-453.371,1831.75,538.4069999999999,-500.32800000000003,1801.5,441.56300000000005,71.6758,2142.81,320.906,51.0035,2255.76,237.755,-193.614,2397.62,36.4556,-380.121,2478.78,-3.80429,-417.423,2495.01,539.819,-456.161,2087.2,411.881,-775.168,1817.85,411.881,-1184.66,1817.85,346.436,-474.264,2166.58,346.436,-910.937,2166.58,346.436,-1320.43,2166.58
183,Drop DX,194.78400000000002,285.265,2192.22,181.033,171.43400000000003,2159.7,147.18,-175.575,2124.99,134.65200000000002,-363.358,2083.1,172.764,86.6756,2151.22,327.415,65.4396,2207.93,361.44300000000004,-212.2,2259.83,417.18199999999996,-474.861,2208.71,428.33,-527.394,2198.49,172.764,86.6756,2151.22,12.677,106.76100000000001,2110.07,-227.41299999999998,96.4362,1957.8,-54.7879,188.797,1767.07,-20.2628,207.269,1728.92,217.067,-457.098,2120.37,217.067,-882.084,2120.37,217.067,-1281.46,2120.37,21.8539,-419.10400000000004,2054.85,21.8539,-844.091,2054.85,21.8539,-1243.46,2054.85
6080,No Gesture,-109.281,396.056,2098.64,-101.90299999999999,275.085,2069.63,-84.6942,-71.6271,2099.08,-81.1155,-273.423,2055.82,-97.48899999999999,186.158,2077.18,67.958,174.19,2046.49,125.93299999999999,-125.48,2090.57,144.887,-371.343,1937.2,148.678,-420.515,1906.52,-97.48899999999999,186.158,2077.18,-264.776,161.624,2082.55,-337.048,-137.22,2058.56,-385.195,-389.87699999999995,1923.73,-394.824,-440.408,1896.76,33.7733,-358.256,2023.62,-14.2584,-739.765,1803.03,-14.2584,-1156.76,1803.03,-193.808,-365.93,2046.19,-150.025,-759.56,1847.06,-150.025,-1176.55,1847.06
4636,Take SX,-115.98200000000001,297.45099999999996,2181.38,-97.8606,177.003,2144.78,-102.266,-186.207,2132.67,-106.27,-379.708,2093.38,-98.9264,89.1334,2141.85,72.8443,104.124,2136.4,361.702,136.141,2109.13,334.37300000000005,385.06199999999995,1997.2,328.907,434.847,1974.81,-98.9264,89.1334,2141.85,-252.774,80.8649,2180.57,-314.475,-204.18200000000002,2192.74,-362.895,-454.851,2092.44,-372.579,-504.985,2072.38,4.2336,-444.87699999999995,2076.17,20.7941,-842.435,1870.66,20.7941,-1252.75,1870.66,-212.329,-454.145,2107.53,-130.374,-876.699,1983.87,-130.374,-1287.01,1983.87
1343,Drop SX,236.669,316.617,2004.83,245.96900000000002,194.46,1961.7,220.528,-162.11700000000002,1956.48,210.41099999999997,-357.70300000000003,1923.95,239.872,109.00299999999999,1960.45,412.12199999999996,101.211,1940.18,671.454,28.5793,1813.65,553.52,80.9726,1588.41,529.933,91.4512,1543.37,239.872,109.00299999999999,1960.45,86.8168,96.3213,2004.18,52.7276,-190.092,2077.28,-35.0218,-425.29400000000004,2011.22,-52.5717,-472.334,1998.01,319.374,-429.264,1904.28,308.921,-815.018,1723.4,308.921,-1214.87,1723.4,107.68299999999999,-442.025,1942.42,164.64,-845.2860000000001,1816.84,164.64,-1245.13,1816.84
512,Drop DX,278.413,297.156,2164.52,280.336,175.655,2142.68,245.024,-173.125,2149.86,226.757,-366.985,2120.67,271.724,90.5917,2144.43,443.164,69.3095,2114.98,509.63800000000003,-208.612,2137.43,553.648,-439.105,2016.94,562.45,-485.204,1992.85,271.724,90.5917,2144.43,107.96700000000001,99.8149,2198.6,-168.03900000000002,59.1041,2264.37,-274.01099999999997,127.697,2032.76,-295.20599999999996,141.416,1986.44,320.883,-448.485,2109.65,279.535,-818.138,1923.7,279.535,-1217.21,1923.7,117.634,-426.97,2123.76,84.9897,-824.806,2007.18,84.9897,-1223.87,2007.18
1750,Point At DX,194.58599999999998,347.32800000000003,1756.73,189.903,219.39,1721.64,171.683,-136.09,1693.26,165.554,-343.663,1647.26,185.421,131.94299999999998,1714.66,348.38,117.33200000000001,1740.32,413.486,-159.49,1750.64,439.754,-395.461,1626.98,445.00699999999995,-442.655,1602.25,185.421,131.94299999999998,1714.66,17.1881,144.019,1702.45,-137.80200000000002,109.09,1466.37,-261.27099999999996,142.30700000000002,1231.17,-285.965,148.951,1184.14,278.809,-380.05800000000005,1651.42,245.667,-754.748,1431.4,245.667,-1164.66,1431.4,50.678999999999995,-373.939,1645.01,50.678999999999995,-809.71,1645.01,50.678999999999995,-1219.62,1645.01
2205,Point At DX,526.187,293.228,2104.19,528.061,167.60299999999998,2083.41,485.43300000000005,-190.703,2096.35,468.42699999999996,-383.726,2076.56,517.698,80.4983,2086.56,690.548,63.6252,2034.27,722.8530000000001,-224.544,2007.03,691.495,-465.77099999999996,1853.63,685.2230000000001,-514.0169999999999,1822.95,517.698,80.4983,2086.56,352.80699999999996,104.87200000000001,2153.98,65.1612,62.1292,2170.09,-173.33900000000003,107.31700000000001,2015.87,-221.03900000000002,116.355,1985.03,573.874,-445.246,2068.22,458.608,-783.6160000000001,1819.54,458.608,-1193.23,1819.54,362.421,-440.599,2101.73,362.421,-876.054,2101.73,362.421,-1285.66,2101.73
1845,Point At DX,86.9819,291.642,2086.35,58.6888,176.485,2030.25,16.7849,-154.42700000000002,1946.83,14.5058,-342.616,1905.32,48.0831,92.7329,2009.14,104.694,46.7595,2158.49,145.562,-243.476,2137.44,260.427,-488.18300000000005,2107.87,283.4,-537.124,2101.96,48.0831,92.7329,2009.14,-17.8736,117.21799999999999,1868.96,26.4797,-0.12828399999999998,1603.23,123.07,-55.738,1355.18,142.388,-66.86,1305.57,98.4469,-431.584,1935.92,98.4469,-863.301,1935.92,98.4469,-1269.4,1935.92,-75.297,-397.494,1841.53,-9.83886,-711.186,1552.23,-9.83886,-1117.28,1552.23
2914,Point At SX,-101.384,296.151,2263.02,-91.6736,178.03,2236.84,-137.84799999999998,-162.151,2206.42,-155.665,-354.975,2160.3,-103.193,93.1638,2229.25,51.8099,63.0806,2192.41,86.3031,208.928,1948.99,56.4749,310.709,1709.94,50.5093,331.065,1662.13,-103.193,93.1638,2229.25,-254.05599999999998,84.296,2261.76,-254.05599999999998,-201.563,2261.76,-254.05599999999998,-463.084,2261.76,-254.05599999999998,-569.627,2261.76,-57.0565,-445.68199999999996,2142.71,-56.431000000000004,-831.1260000000001,1960.02,-56.431000000000004,-1232.36,1960.02,-261.138,-442.58,2154.8,-261.138,-869.128,2154.8,-261.138,-1270.36,2154.8
1453,Drop SX,110.962,247.067,2275.63,135.535,134.977,2254.91,172.065,-202.168,2252.1,170.577,-392.111,2209.91,144.764,49.7955,2254.2,276.955,64.3706,2171.95,466.25300000000004,39.1941,1958.83,247.243,104.475,1844.91,203.44,117.53200000000001,1822.12,144.764,49.7955,2254.2,20.7036,31.5287,2344.23,1.3697,-251.36599999999999,2382.79,-46.3781,-479.13699999999994,2277.69,-55.9276,-524.691,2256.68,269.903,-424.716,2152.31,111.285,-735.196,1909.14,111.285,-1135.04,1909.14,65.4387,-432.665,2248.97,65.4387,-857.74,2248.97,65.4387,-1257.59,2248.97
6531,No Gesture,-7.3938,438.515,1275.29,-2.1291700000000002,315.405,1239.75,-9.31894,-25.7895,1240.9,-13.4186,-238.845,1199.27,-4.01823,225.75799999999998,1240.05,167.18400000000003,233.918,1234.05,227.731,-68.6969,1196.24,244.985,-285.58299999999997,1020.01,248.43599999999998,-328.96,984.7669999999999,-4.01823,225.75799999999998,1240.05,-170.21200000000002,234.62099999999998,1263.44,-246.19400000000002,-65.3793,1293.41,-337.94,-267.829,1123.14,-356.289,-308.319,1089.09,108.274,-258.39599999999996,1200.49,108.274,-703.235,1200.49,108.274,-1121.67,1200.49,-135.474,-255.179,1196.01,-135.474,-700.0169999999999,1196.01,-135.474,-1118.45,1196.01
3315,Point At SX,19.3218,240.229,2461.66,10.6145,116.741,2435.88,-42.9785,-235.755,2428.38,-55.8566,-435.11199999999997,2386.81,-2.44107,30.8708,2434.05,175.166,9.43754,2432.24,313.89099999999996,-207.91400000000002,2276.42,409.494,-352.671,2052.44,428.615,-381.62300000000005,2007.64,-2.44107,30.8708,2434.05,-167.86700000000002,36.4016,2453.04,-252.398,-247.895,2505.92,-300.867,-516.457,2429.83,-319.284,-618.507,2400.92,52.8822,-509.03,2363.69,3.94004,-840.6510000000001,2092.79,3.94004,-1246.07,2092.79,-163.979,-515.589,2393.73,-143.987,-921.404,2249.96,-143.987,-1326.82,2249.96
2126,Point At DX,418.35900000000004,286.622,2189.0,433.24699999999996,164.832,2142.17,424.629,-186.735,2136.2,419.64099999999996,-381.041,2110.34,431.096,77.0955,2140.68,576.182,70.944,2048.75,606.519,-213.903,1990.46,549.619,-456.017,1844.61,538.239,-504.44,1815.44,431.096,77.0955,2140.68,292.934,69.0785,2237.66,184.736,-36.0701,2488.04,-42.5125,-64.9045,2663.13,-128.24,-75.7821,2729.19,525.842,-446.041,2090.2,423.165,-781.419,1832.13,423.165,-1191.03,1832.13,331.67400000000004,-452.944,2165.54,331.67400000000004,-888.3989999999999,2165.54,331.67400000000004,-1298.01,2165.54
5323,Take SX,-126.029,253.09599999999998,2419.43,-114.805,138.64700000000002,2385.75,-127.807,-220.21099999999998,2358.08,-137.19899999999998,-419.94699999999995,2317.56,-117.94,52.1213,2379.08,53.3706,57.3152,2384.71,339.13800000000003,73.7018,2412.01,365.718,329.892,2387.16,371.034,381.13,2382.19,-117.94,52.1213,2379.08,-271.329,39.1806,2408.23,-319.009,-243.197,2434.06,-421.524,-469.69699999999995,2362.32,-442.027,-514.997,2347.97,-30.2675,-488.798,2306.89,8.74697,-877.832,2124.4,8.74697,-1283.07,2124.4,-244.294,-490.369,2325.49,-277.61400000000003,-899.934,2193.88,-277.61400000000003,-1305.18,2193.88
5234,Take SX,-389.55300000000005,293.003,2198.38,-394.667,168.896,2185.96,-405.898,-185.671,2196.87,-413.751,-377.115,2151.94,-397.415,82.1404,2188.63,-222.19799999999998,76.2477,2210.67,75.8573,69.1975,2242.94,68.7928,323.095,2154.97,67.3799,373.875,2137.38,-397.415,82.1404,2188.63,-563.6759999999999,67.1612,2191.03,-609.101,-228.715,2173.08,-629.365,-466.653,2049.69,-633.418,-514.241,2025.01,-300.997,-449.64599999999996,2141.22,-317.907,-842.485,1965.17,-317.907,-1247.73,1965.17,-527.75,-448.78,2140.41,-558.7869999999999,-820.57,1924.98,-558.7869999999999,-1225.82,1924.98
3585,Point At SX,-68.2045,265.731,2264.11,-79.4427,141.09,2227.23,-134.441,-217.157,2186.16,-156.071,-402.42699999999996,2130.47,-92.566,55.6066,2217.43,85.88,46.8213,2232.59,327.437,54.535,2067.29,505.76599999999996,100.71,1853.78,541.432,109.945,1811.08,-92.566,55.6066,2217.43,-248.43400000000003,55.3234,2208.99,-342.48400000000004,-219.87099999999998,2174.98,-374.434,-441.79900000000004,2003.97,-380.824,-486.185,1969.77,-54.5547,-482.514,2117.82,-140.625,-878.35,1966.27,-140.625,-1284.52,1966.27,-268.238,-464.00300000000004,2101.3,-295.437,-824.566,1863.99,-295.437,-1230.74,1863.99
184,Drop DX,195.767,286.654,2189.56,183.541,172.253,2157.01,152.173,-175.237,2116.97,140.825,-362.88800000000003,2075.81,175.89700000000002,87.574,2147.25,328.995,64.9441,2204.45,357.085,-213.748,2253.79,417.54,-474.624,2194.03,429.631,-526.799,2182.08,175.89700000000002,87.574,2147.25,14.7726,106.978,2110.34,-226.43599999999998,105.024,1959.65,-66.5716,189.301,1753.19,-34.5987,206.15599999999998,1711.9,225.49599999999998,-453.397,2114.54,225.49599999999998,-878.3,2114.54,225.49599999999998,-1277.67,2114.54,27.4105,-418.33,2050.59,27.4105,-843.2339999999999,2050.59,27.4105,-1242.61,2050.59
6291,No Gesture,-88.5294,392.917,1982.54,-91.4928,274.827,1960.25,-97.9529,-86.8886,1987.13,-92.5386,-297.829,1949.07,-93.0757,186.19799999999998,1966.84,75.3033,176.71599999999998,1977.64,131.55200000000002,-103.46799999999999,2052.24,189.683,-364.46,1972.43,201.31,-416.658,1956.47,-93.0757,186.19799999999998,1966.84,-257.567,175.403,1943.42,-320.159,-111.266,1909.71,-332.534,-353.249,1771.3,-335.009,-401.645,1743.62,21.5059,-374.795,1941.85,40.9101,-776.3989999999999,1771.72,40.9101,-1191.2,1771.72,-203.27,-379.358,1948.07,-163.286,-797.441,1828.83,-163.286,-1212.24,1828.83
2418,Point At DX,486.70599999999996,276.967,2214.8,490.126,157.768,2190.7,475.05800000000005,-193.553,2199.26,460.98800000000006,-388.298,2175.54,486.366,70.0998,2192.84,654.899,67.186,2210.67,708.562,-228.07299999999998,2208.04,719.873,-471.61800000000005,2080.42,722.135,-520.327,2054.89,486.366,70.0998,2192.84,317.308,81.0341,2190.86,222.09400000000002,-138.351,2009.57,227.972,-174.21900000000002,1736.79,229.14700000000002,-181.392,1682.23,560.7669999999999,-485.116,2171.34,509.25699999999995,-860.303,1956.39,509.25699999999995,-1269.91,1956.39,352.654,-474.908,2192.26,342.222,-899.365,2095.58,342.222,-1308.98,2095.58
6397,No Gesture,-65.2399,444.52,1618.52,-46.4457,317.122,1605.25,-52.32,-40.2447,1627.15,-62.6032,-242.63099999999997,1586.22,-47.9166,227.635,1610.73,117.815,215.521,1601.64,197.012,-79.9374,1669.55,248.553,-336.048,1551.81,258.861,-387.27,1528.26,-47.9166,227.635,1610.73,-209.48,220.78599999999997,1643.42,-286.316,-82.90100000000001,1650.53,-335.25699999999995,-307.35400000000004,1479.24,-345.045,-352.244,1444.99,44.0374,-315.203,1577.46,44.0374,-760.0419999999999,1577.46,44.0374,-1178.48,1577.46,-175.899,-303.888,1594.8,-186.455,-724.285,1449.76,-186.455,-1142.72,1449.76
328,Drop DX,140.606,286.827,2099.19,156.373,165.942,2078.33,152.6,-182.85299999999998,2101.15,150.471,-372.80300000000005,2072.54,155.451,80.6939,2083.91,322.85400000000004,73.6162,2039.3,390.898,-203.982,2039.24,409.704,-431.995,1901.6,413.466,-477.598,1874.07,155.451,80.6939,2083.91,-5.60924,83.7634,2147.41,-268.816,23.2773,2240.97,-394.70300000000003,100.617,2018.58,-419.881,116.085,1974.1,253.935,-442.717,2058.3,216.356,-766.383,1787.2,216.356,-1165.08,1787.2,48.3063,-441.755,2093.74,48.3063,-865.625,2093.74,48.3063,-1264.32,2093.74
6044,No Gesture,85.6395,397.05800000000005,2009.4,64.6106,274.992,1980.86,7.21663,-77.0463,1963.22,-9.95841,-272.673,1916.43,50.2497,186.90599999999998,1976.44,205.715,157.063,2040.46,197.09900000000002,-120.098,2079.19,227.528,-381.89099999999996,2000.78,233.614,-434.25,1985.1,50.2497,186.90599999999998,1976.44,-101.738,202.90099999999998,1913.77,-160.576,-61.6323,1843.39,-94.9199,-296.079,1715.59,-81.7886,-342.968,1690.03,88.4475,-359.801,1934.54,70.964,-767.03,1760.24,70.964,-1184.03,1760.24,-120.64399999999999,-347.73800000000006,1899.6,-113.34,-675.5039999999999,1601.21,-113.34,-1092.5,1601.21
6799,No Gesture,137.094,397.379,2159.52,134.945,277.962,2134.27,148.89600000000002,-79.195,2190.89,146.202,-293.42,2160.07,138.40200000000002,189.467,2148.3,304.454,176.028,2105.99,371.973,-117.257,2160.69,386.149,-370.278,2027.15,388.98400000000004,-420.88300000000004,2000.44,138.40200000000002,189.467,2148.3,-24.289,166.80599999999998,2181.3,-85.2376,-132.491,2197.83,-131.38299999999998,-394.70099999999996,2092.14,-140.612,-447.14300000000003,2071.0,264.031,-388.096,2153.75,227.885,-685.0189999999999,1824.49,227.885,-1103.46,1824.49,35.5021,-400.968,2163.21,70.7184,-820.1569999999999,2018.57,70.7184,-1238.59,2018.57
2744,Point At DX,200.29,313.116,1968.47,199.359,192.391,1945.31,206.84099999999998,-165.263,1933.65,209.19799999999998,-371.095,1895.01,201.187,105.005,1942.46,359.236,110.84899999999999,1973.17,446.42699999999996,-189.27200000000002,2005.14,484.251,-446.639,1919.95,491.815,-498.11199999999997,1902.91,201.187,105.005,1942.46,42.2725,105.43299999999999,1917.97,-74.997,-13.8077,1652.02,-86.9305,-8.30511,1378.61,-89.3172,-7.20459,1323.93,319.623,-420.218,1891.33,304.395,-788.9169999999999,1670.88,304.395,-1197.02,1670.88,95.584,-413.658,1893.78,119.074,-824.288,1768.89,119.074,-1232.39,1768.89
4290,Take DX,526.179,337.926,1837.26,525.509,205.553,1800.65,514.956,-149.642,1781.82,518.36,-360.287,1737.6,522.872,116.818,1795.95,698.784,109.677,1802.31,783.563,-179.37400000000002,1802.82,798.257,-407.026,1658.98,801.196,-452.55699999999996,1630.21,522.872,116.818,1795.95,346.538,121.089,1808.05,111.79799999999999,73.3309,1625.42,128.27100000000002,335.903,1566.12,131.565,388.418,1554.26,631.226,-392.80400000000003,1730.33,586.101,-765.158,1502.82,586.101,-1180.01,1502.82,404.99199999999996,-393.871,1743.3,423.789,-795.685,1568.27,423.789,-1210.54,1568.27
4805,Take SX,-40.5295,270.494,2291.52,-36.9626,153.387,2279.66,-71.9712,-205.64700000000002,2283.89,-90.9405,-401.97,2253.83,-45.3897,66.9623,2280.68,133.489,69.3917,2294.12,424.30800000000005,25.0132,2290.41,400.31199999999995,281.85,2215.16,395.51300000000003,333.217,2200.11,-45.3897,66.9623,2280.68,-198.69299999999998,54.0658,2296.89,-291.865,-223.801,2322.73,-331.37800000000004,-453.436,2188.9,-339.281,-499.36300000000006,2162.13,7.17123,-486.68199999999996,2247.14,-10.6256,-899.2510000000001,2124.36,-10.6256,-1304.5,2124.36,-195.649,-480.934,2252.19,-217.69,-875.054,2079.6,-217.69,-1280.3,2079.6
310,Drop DX,372.524,326.961,1894.6,386.918,202.28599999999997,1879.58,383.39599999999996,-141.382,1920.65,367.41900000000004,-332.142,1895.64,386.048,117.42299999999999,1889.72,536.467,111.855,1822.7,596.739,-163.707,1802.37,610.489,-380.461,1654.98,613.239,-423.81199999999995,1625.5,386.048,117.42299999999999,1889.72,243.09599999999998,125.91799999999999,1964.79,52.8763,54.1093,2161.37,-164.167,101.081,2021.43,-207.576,110.476,1993.44,460.54699999999997,-395.54900000000004,1866.99,362.439,-743.1389999999999,1642.55,362.439,-1142.0,1642.55,267.36400000000003,-388.832,1914.82,267.36400000000003,-814.057,1914.82,267.36400000000003,-1212.92,1914.82
2172,Point At DX,465.62,292.699,2181.32,472.033,167.342,2152.13,451.12,-192.86599999999999,2147.31,449.29699999999997,-389.319,2115.17,466.94599999999997,79.7222,2150.96,636.24,71.76,2089.11,670.069,-205.145,2045.25,660.309,-456.642,1915.24,658.357,-506.94199999999995,1889.24,466.94599999999997,79.7222,2150.96,301.657,81.8314,2213.23,73.3483,-82.6769,2236.81,-178.865,-178.644,2150.63,-229.308,-197.838,2133.4,561.13,-461.779,2107.49,461.824,-812.7660000000001,1869.65,461.824,-1222.38,1869.65,344.311,-462.029,2151.59,344.311,-897.4839999999999,2151.59,344.311,-1307.09,2151.59
6489,No Gesture,-107.088,440.29699999999997,1443.87,-112.594,316.835,1415.87,-121.331,-44.1789,1408.2,-117.074,-257.638,1370.52,-114.76299999999999,227.21400000000003,1413.97,52.2482,215.75,1448.81,92.3935,-78.5994,1509.72,163.678,-340.395,1423.56,177.935,-392.754,1406.33,-114.76299999999999,227.21400000000003,1413.97,-284.865,229.429,1381.83,-345.631,-65.7895,1348.41,-345.28,-297.472,1182.98,-345.21,-343.809,1149.9,-4.084230000000001,-288.309,1376.86,21.354,-692.26,1192.27,21.354,-1110.7,1192.27,-231.803,-285.425,1366.95,-231.803,-730.2810000000001,1366.95,-231.803,-1148.72,1366.95
