,Gesture Name,joint_head_x,joint_head_y,joint_head_z,joint_neck_x,joint_neck_y,joint_neck_z,joint_torso_x,joint_torso_y,joint_torso_z,joint_waist_x,joint_waist_y,joint_waist_z,joint_left_collar_x,joint_left_collar_y,joint_left_collar_z,joint_left_shoulder_x,joint_left_shoulder_y,joint_left_shoulder_z,joint_left_elbow_x,joint_left_elbow_y,joint_left_elbow_z,joint_left_wrist_x,joint_left_wrist_y,joint_left_wrist_z,joint_left_hand_x,joint_left_hand_y,joint_left_hand_z,joint_right_collar_x,joint_right_collar_y,joint_right_collar_z,joint_right_shoulder_x,joint_right_shoulder_y,joint_right_shoulder_z,joint_right_elbow_x,joint_right_elbow_y,joint_right_elbow_z,joint_right_wrist_x,joint_right_wrist_y,joint_right_wrist_z,joint_right_hand_x,joint_right_hand_y,joint_right_hand_z,joint_left_hip_x,joint_left_hip_y,joint_left_hip_z,joint_left_knee_x,joint_left_knee_y,joint_left_knee_z,joint_left_ankle_x,joint_left_ankle_y,joint_left_ankle_z,joint_right_hip_x,joint_right_hip_y,joint_right_hip_z,joint_right_knee_x,joint_right_knee_y,joint_right_knee_z,joint_right_ankle_x,joint_right_ankle_y,joint_right_ankle_z
4576,Take SX,-20.3231,295.17400000000004,2203.22,-12.5444,171.558,2164.58,-16.6808,-188.547,2145.05,-18.8759,-378.412,2097.38,-13.5573,83.3781,2159.8,168.187,99.6122,2179.77,454.541,128.004,2241.59,474.45099999999996,414.224,2204.47,478.43300000000005,471.468,2197.04,-13.5573,83.3781,2159.8,-180.231,72.4708,2176.14,-226.38299999999998,-218.019,2165.52,-254.11,-460.43699999999995,2010.08,-259.655,-508.92,1978.99,100.259,-444.267,2091.73,93.46700000000001,-851.827,1936.56,93.46700000000001,-1263.96,1936.56,-134.797,-450.55400000000003,2104.54,-126.10600000000001,-813.122,1862.26,-126.10600000000001,-1225.25,1862.26
6473,No Gesture,-185.96099999999998,445.045,1642.63,-177.743,314.716,1629.76,-151.888,-41.9481,1670.33,-140.662,-244.264,1634.9,-171.301,225.854,1639.87,-2.37129,219.612,1644.33,60.6129,-59.5079,1702.87,116.491,-305.363,1556.86,127.667,-354.534,1527.66,-171.301,225.854,1639.87,-348.037,211.676,1649.63,-411.80300000000005,-72.5206,1671.27,-468.97900000000004,-324.014,1535.75,-480.414,-374.31199999999995,1508.64,-27.7285,-293.709,1624.12,-66.1832,-661.63,1375.99,-66.1832,-1080.07,1375.99,-245.65599999999998,-309.819,1628.87,-245.65599999999998,-755.255,1628.87,-245.65599999999998,-1173.69,1628.87
213,Drop DX,311.904,314.712,2002.5,319.853,190.456,1979.16,301.72900000000004,-154.827,1978.59,290.677,-342.731,1940.88,315.367,104.992,1979.01,485.733,95.6046,1961.28,556.586,-179.922,1967.29,559.004,-406.418,1830.1,559.488,-451.717,1802.66,315.367,104.992,1979.01,153.61700000000002,105.2,2023.08,-128.319,79.1993,2051.49,-266.101,182.764,1850.45,-293.657,203.476,1810.24,392.49699999999996,-413.491,1933.33,360.23199999999997,-792.658,1758.56,360.23199999999997,-1192.03,1758.56,181.357,-401.043,1945.41,162.767,-791.42,1795.03,162.767,-1190.79,1795.03
3963,Take DX,108.37,322.033,1914.65,84.132,197.546,1916.92,67.4334,-136.99200000000002,1835.06,66.0416,-345.471,1779.57,79.8172,111.105,1895.77,187.84,86.995,2011.28,229.979,-203.579,1975.32,331.31800000000004,-450.57800000000003,1934.81,351.585,-499.978,1926.7,79.8172,111.105,1895.77,-18.3494,133.21200000000002,1785.63,5.5564800000000005,161.175,1492.12,92.96799999999999,402.45,1576.17,110.45,450.705,1592.98,164.955,-381.745,1826.06,167.30900000000003,-791.188,1658.86,167.30900000000003,-1206.96,1658.86,-39.189,-362.265,1737.98,81.5701,-687.335,1463.47,81.5701,-1103.11,1463.47
1447,Drop SX,128.861,248.09900000000002,2329.79,164.782,135.033,2306.61,204.00900000000001,-218.75599999999997,2297.93,207.167,-415.824,2269.73,174.22099999999998,49.8973,2304.52,307.779,65.0811,2225.25,488.94,42.5754,2003.79,298.461,109.00399999999999,1851.55,260.366,122.289,1821.1,174.22099999999998,49.8973,2304.52,37.3934,39.1359,2387.46,51.5323,-242.105,2442.9,-27.0775,-479.843,2408.62,-42.7994,-527.39,2401.77,306.567,-440.83099999999996,2233.58,153.459,-726.062,1958.1,153.459,-1125.91,1958.1,113.839,-459.69699999999995,2302.35,113.839,-884.773,2302.35,113.839,-1284.62,2302.35
6285,No Gesture,-221.918,397.3,2045.47,-227.062,278.061,2043.22,-217.683,-77.5864,2086.66,-209.66099999999997,-292.014,2053.49,-224.738,189.926,2053.98,-64.491,181.231,2091.31,-4.54829,-94.6427,2172.21,60.6148,-355.001,2089.37,73.6475,-407.07199999999995,2072.8,-224.738,189.926,2053.98,-388.85,172.74200000000002,2014.06,-436.245,-115.022,1979.55,-427.55199999999996,-353.17400000000004,1830.88,-425.81300000000005,-400.805,1801.14,-93.3247,-376.49699999999996,2062.49,-31.7394,-760.512,1855.36,-31.7394,-1175.0,1855.36,-322.09,-379.801,2034.27,-280.873,-772.9889999999999,1839.67,-280.873,-1187.48,1839.67
3524,Point At SX,-235.542,320.481,2223.92,-235.028,195.40599999999998,2218.57,-254.66400000000002,-146.35,2162.55,-268.252,-343.32599999999996,2116.05,-239.954,109.678,2204.52,-72.9285,102.43,2209.77,-10.48,183.392,1945.51,-41.1956,303.379,1700.95,-47.3388,327.377,1652.04,-239.954,109.678,2204.52,-383.23199999999997,86.2338,2185.18,-483.976,-174.77200000000002,2140.28,-478.381,-400.86400000000003,1985.35,-477.26199999999994,-446.082,1954.37,-164.192,-439.717,2125.57,-172.666,-864.488,2013.9,-172.666,-1270.53,2013.9,-385.00199999999995,-422.961,2092.38,-345.76199999999994,-841.855,1966.04,-345.76199999999994,-1247.9,1966.04
923,Drop SX,-17.2218,296.647,2171.0,-17.4883,173.321,2153.77,-25.7786,-181.988,2164.72,-27.1759,-372.844,2113.42,-19.4572,88.9382,2156.37,154.57,81.3052,2182.59,429.981,62.9033,2290.0,429.981,-199.075,2290.0,429.981,-303.717,2290.0,-19.4572,88.9382,2156.37,-190.625,78.8673,2155.77,-270.212,-206.25599999999997,2165.67,-265.473,-442.399,2052.33,-264.525,-489.62800000000004,2029.66,83.6386,-444.8,2107.31,84.0305,-837.362,1959.86,84.0305,-1231.44,1959.86,-137.611,-445.806,2113.42,-119.06299999999999,-829.998,1946.39,-119.06299999999999,-1224.07,1946.39
4258,Take DX,404.555,287.24,2055.81,395.23900000000003,165.122,2021.18,384.12199999999996,-182.666,2009.06,388.514,-392.87300000000005,1962.57,392.4,76.2941,2018.08,558.7330000000001,68.2424,2062.65,608.235,-221.27599999999998,2093.18,679.1260000000001,-470.545,2025.01,693.304,-520.399,2011.38,392.4,76.2941,2018.08,218.30200000000002,86.5489,2002.31,-22.0651,56.9981,1833.33,10.690999999999999,317.757,1781.0,17.2422,369.909,1770.53,494.19599999999997,-425.505,1984.34,426.912,-797.0880000000001,1756.24,426.912,-1212.07,1756.24,278.312,-409.395,1937.15,328.445,-734.4,1643.06,328.445,-1149.39,1643.06
3640,Point At SX,-180.41299999999998,276.371,2125.83,-174.995,161.834,2070.9,-194.03099999999998,-192.111,2032.61,-198.747,-383.004,1989.26,-179.646,75.3449,2061.54,-9.50436,70.2066,2027.28,99.4631,26.2583,1750.46,105.97,-2.7107200000000002,1481.61,107.272,-8.50453,1427.84,-179.646,75.3449,2061.54,-336.32800000000003,57.7463,2099.58,-387.23400000000004,-238.583,2105.64,-495.065,-471.63199999999995,2020.67,-516.632,-518.242,2003.68,-80.839,-463.89099999999996,1962.15,-87.9383,-820.0360000000001,1717.41,-87.9383,-1226.58,1717.41,-313.52099999999996,-477.931,1988.46,-237.40200000000002,-862.05,1805.57,-237.40200000000002,-1268.59,1805.57
5598,No Gesture,-43.8332,400.566,2129.88,-40.7407,279.052,2107.53,-34.5664,-91.5439,2119.07,-39.0091,-297.652,2093.39,-39.2621,190.299,2110.29,124.956,179.351,2081.4,184.97299999999998,-109.585,2136.93,220.033,-347.356,2015.75,227.045,-394.911,1991.52,-39.2621,190.299,2110.29,-206.858,178.998,2129.27,-258.157,-115.738,2155.15,-311.0,-362.211,2060.77,-321.569,-411.506,2041.9,74.8673,-380.644,2083.74,21.9924,-760.2660000000001,1866.48,21.9924,-1174.7,1866.48,-151.799,-384.582,2101.19,-93.9529,-781.7689999999999,1919.52,-93.9529,-1196.2,1919.52
137,Drop DX,-179.41299999999998,316.285,2164.36,-154.361,194.52900000000002,2160.14,-197.345,-117.18799999999999,2058.34,-200.963,-306.17,2015.36,-165.484,113.866,2133.8,-160.121,60.4984,2303.61,-160.121,-223.989,2303.61,-160.121,-486.037,2303.61,-160.121,-592.086,2303.61,-165.484,113.866,2133.8,-240.317,132.53799999999998,1994.76,-275.66,117.742,1712.87,-15.5638,148.571,1721.18,36.4554,154.736,1722.84,-104.412,-383.76199999999994,2038.41,-100.10799999999999,-779.7860000000001,1885.42,-100.10799999999999,-1179.16,1885.42,-297.092,-368.347,1961.47,-170.13400000000001,-695.3530000000001,1722.29,-170.13400000000001,-1094.73,1722.29
2549,Point At DX,151.484,260.27099999999996,2436.49,151.55700000000002,140.463,2393.87,167.446,-216.021,2330.31,177.173,-415.147,2290.41,155.40200000000002,54.1874,2378.48,312.889,53.5555,2429.89,398.458,-237.463,2450.75,458.721,-487.815,2383.63,470.774,-537.886,2370.2,155.40200000000002,54.1874,2378.48,-4.76166,63.0316,2327.17,-89.8246,103.61,2038.1,-89.4734,213.53599999999997,1795.75,-89.4031,235.521,1747.29,286.969,-483.09,2307.76,300.152,-899.68,2177.46,300.152,-1309.04,2177.46,66.9048,-483.32,2283.92,90.0865,-889.84,2126.11,90.0865,-1299.2,2126.11
3310,Point At SX,19.0316,240.30900000000003,2464.99,7.018669999999999,116.62200000000001,2435.89,-44.016000000000005,-236.282,2434.26,-55.9412,-435.37800000000004,2391.84,-5.4118900000000005,30.6648,2435.49,173.52,10.4503,2437.56,335.653,-195.21599999999998,2295.07,462.472,-340.94300000000004,2088.73,487.836,-370.089,2047.46,-5.4118900000000005,30.6648,2435.49,-172.112,35.653,2454.71,-255.938,-245.775,2506.28,-301.532,-513.648,2428.42,-318.892,-615.6419999999999,2398.78,52.1274,-508.254,2367.17,3.32372,-848.54,2107.4,3.32372,-1253.84,2107.4,-165.016,-512.9730000000001,2393.8,-139.325,-917.688,2248.2,-139.325,-1322.99,2248.2
5395,Take SX,-402.708,301.073,2204.17,-403.775,179.74900000000002,2179.6,-416.836,-175.326,2173.78,-424.486,-368.50300000000004,2126.18,-406.966,92.9891,2178.18,-239.398,87.3989,2221.81,1.45535,110.085,2389.15,42.7153,383.106,2377.92,50.9672,437.711,2375.68,-406.966,92.9891,2178.18,-569.019,80.7383,2164.74,-625.6569999999999,-207.739,2154.7,-639.429,-435.82,1999.26,-642.184,-481.436,1968.18,-313.472,-442.87300000000005,2121.43,-339.564,-851.7760000000001,1988.55,-339.564,-1256.98,1988.55,-537.839,-439.051,2109.79,-520.154,-810.064,1891.68,-520.154,-1215.27,1891.68
5329,Take SX,-213.458,247.61900000000003,2426.58,-208.132,129.609,2393.84,-225.25900000000001,-235.916,2368.67,-232.574,-434.265,2322.14,-212.187,43.0694,2387.88,-38.5204,52.4292,2408.18,249.33,53.1982,2420.06,256.437,305.877,2392.33,257.85900000000004,356.413,2386.78,-212.187,43.0694,2387.88,-363.77,31.0212,2425.27,-410.49,-253.14700000000002,2433.34,-494.064,-475.218,2341.87,-510.779,-519.632,2323.57,-123.64399999999999,-508.786,2308.86,-120.848,-932.682,2209.45,-120.848,-1337.92,2209.45,-338.29400000000004,-516.614,2326.88,-332.023,-930.794,2192.73,-332.023,-1336.03,2192.73
2406,Point At DX,451.765,275.121,2231.39,443.04400000000004,157.796,2210.94,427.401,-202.201,2180.05,421.256,-395.834,2153.51,439.24699999999996,70.4244,2203.44,598.3340000000001,65.0617,2239.52,675.758,-221.692,2265.58,711.957,-475.652,2186.39,719.197,-526.444,2170.56,439.24699999999996,70.4244,2203.44,289.16,75.9755,2154.75,308.195,-89.47399999999999,1907.43,348.625,-139.433,1646.77,356.71,-149.425,1594.64,527.6519999999999,-486.67800000000005,2141.77,501.173,-889.5310000000001,1978.58,501.173,-1299.14,1978.58,310.499,-481.36699999999996,2160.9,220.15599999999998,-877.295,2003.74,220.15599999999998,-1286.91,2003.74
2421,Point At DX,476.70599999999996,276.455,2238.68,481.33,157.768,2204.05,464.654,-197.80599999999998,2210.24,457.089,-393.32800000000003,2183.01,477.219,70.1026,2205.57,647.431,64.1359,2211.78,705.83,-234.84900000000002,2211.13,706.424,-480.175,2085.39,706.543,-529.241,2060.25,477.219,70.1026,2205.57,308.15,78.1538,2213.35,188.37,-118.37899999999999,2013.78,187.118,-169.05,1742.81,186.868,-179.18400000000003,1688.61,557.859,-488.164,2190.92,507.793,-825.7130000000001,1920.41,507.793,-1235.32,1920.41,354.68,-485.121,2205.54,320.466,-901.1389999999999,2081.53,320.466,-1310.75,2081.53
1914,Point At DX,212.532,251.611,2296.69,207.247,138.704,2258.89,184.487,-223.08,2247.78,186.273,-419.528,2226.68,201.796,52.056000000000004,2256.23,311.82599999999996,43.9148,2372.92,311.82599999999996,-244.452,2372.92,311.82599999999996,-508.184,2372.92,311.82599999999996,-615.141,2372.92,201.796,52.056000000000004,2256.23,76.8417,58.4948,2161.49,182.726,-123.51100000000001,1964.46,290.756,-149.593,1725.29,312.362,-154.809,1677.46,289.9,-496.164,2223.81,302.27099999999996,-902.225,2080.11,302.27099999999996,-1307.57,2080.11,80.4025,-490.914,2226.16,81.5062,-916.3610000000001,2157.73,81.5062,-1321.7,2157.73
5133,Take SX,-10.1041,241.28900000000002,2502.98,9.003789999999999,130.142,2473.8,-6.44471,-223.375,2485.59,-18.1017,-429.784,2448.15,5.21462,43.4322,2476.69,178.817,49.1424,2466.98,431.866,100.679,2334.02,360.349,349.99300000000005,2245.44,346.046,399.856,2227.72,5.21462,43.4322,2476.69,-145.322,26.4827,2503.5,-204.75400000000002,-257.062,2524.42,-268.197,-499.74199999999996,2413.96,-280.88599999999997,-548.278,2391.87,84.36399999999999,-504.82199999999995,2432.13,89.5324,-899.493,2255.64,89.5324,-1304.74,2255.64,-122.87,-504.31300000000005,2452.23,-162.684,-909.279,2306.09,-162.684,-1314.53,2306.09
5957,No Gesture,61.4612,453.07800000000003,1301.65,60.1048,325.704,1282.9,33.2659,-24.2256,1308.95,19.6707,-237.612,1271.78,53.2686,236.572,1289.54,225.692,223.106,1268.1,278.638,-69.2886,1245.86,282.80400000000003,-304.101,1083.28,283.637,-351.06300000000005,1050.76,53.2686,236.572,1289.54,-114.965,242.362,1306.76,-204.37099999999998,-41.1982,1326.57,-282.825,-282.066,1194.6,-298.51599999999996,-330.24,1168.2,137.92700000000002,-259.749,1271.5,97.5803,-644.175,1051.6,97.5803,-1062.49,1051.6,-96.7555,-263.362,1273.03,-96.7555,-708.069,1273.03,-96.7555,-1126.38,1273.03
3429,Point At SX,-86.3925,240.065,2507.62,-94.0185,127.743,2454.5,-99.9812,-228.947,2433.17,-109.93700000000001,-422.211,2395.22,-95.4702,40.8987,2449.31,49.068000000000005,19.1719,2415.58,-156.122,-13.7793,2212.47,-342.69,-54.9818,2025.6,-417.96,-71.6046,1950.21,-95.4702,40.8987,2449.31,-227.53799999999998,5.527480000000001,2486.32,-267.89799999999997,-270.158,2568.87,-385.71,-504.73,2518.66,-409.273,-551.645,2508.62,-13.5956,-511.923,2352.73,-42.9296,-854.0260000000001,2091.12,-42.9296,-1260.07,2091.12,-210.638,-517.274,2411.65,-204.41400000000002,-909.326,2231.12,-204.41400000000002,-1315.37,2231.12
2494,Point At DX,366.30800000000005,299.563,2141.71,367.95,179.054,2101.55,355.089,-179.386,2076.19,349.844,-370.832,2041.06,364.81,91.5589,2095.36,518.795,76.047,2022.37,563.215,-195.09099999999998,1977.86,527.112,-430.625,1822.26,519.8919999999999,-477.731,1791.14,364.81,91.5589,2095.36,197.622,97.6757,2164.8,-65.8487,187.391,2166.89,-306.074,281.569,2046.84,-354.119,300.405,2022.83,458.941,-434.667,2021.72,351.78,-765.822,1760.08,351.78,-1175.41,1760.08,249.428,-437.95099999999996,2082.52,257.686,-836.738,1907.88,257.686,-1246.33,1907.88
3409,Point At SX,-153.516,239.153,2459.23,-140.357,129.632,2416.65,-149.001,-208.203,2359.8,-152.075,-406.19800000000004,2319.14,-142.55200000000002,43.8545,2402.21,-7.672960000000001,6.79038,2383.95,-225.997,-42.5202,2198.46,-466.04,-142.83700000000002,2134.88,-562.679,-183.22400000000002,2109.28,-142.55200000000002,43.8545,2402.21,-275.224,4.84751,2414.52,-277.166,-281.42400000000004,2464.97,-390.059,-522.619,2436.56,-412.63800000000003,-570.8580000000001,2430.87,-52.2577,-476.668,2272.95,-133.232,-818.378,2021.93,-133.232,-1224.42,2021.93,-250.84,-491.126,2338.68,-229.66400000000002,-883.73,2160.5,-229.66400000000002,-1289.78,2160.5
3220,Point At SX,45.2639,254.81,2424.96,35.2174,128.035,2399.3,-12.3741,-229.40400000000002,2394.23,-31.3861,-427.38199999999995,2351.87,23.8073,42.3391,2398.09,199.445,26.4233,2388.9,321.888,-166.854,2188.7,419.721,-301.769,1973.21,439.288,-328.75199999999995,1930.11,23.8073,42.3391,2398.09,-136.825,42.2049,2420.24,-230.37900000000002,-243.334,2466.53,-255.327,-488.288,2349.96,-265.139,-584.626,2304.12,70.883,-506.415,2327.65,28.175,-905.8739999999999,2175.4,28.175,-1309.35,2175.4,-138.914,-505.60400000000004,2354.79,-144.13299999999998,-899.0319999999999,2182.28,-144.13299999999998,-1302.51,2182.28
1952,Point At DX,218.43400000000003,248.426,2429.12,217.747,123.809,2386.54,219.47,-219.861,2344.03,218.815,-413.24,2306.63,218.18,37.6063,2375.88,388.95099999999996,35.8711,2409.9,465.05400000000003,-257.22,2417.28,491.536,-495.098,2276.58,496.832,-542.673,2248.44,218.18,37.6063,2375.88,46.6828,39.375,2351.94,-17.2433,-169.123,2141.72,-13.27,-271.126,1883.53,-12.4754,-291.527,1831.89,325.153,-521.054,2307.05,304.223,-911.038,2136.88,304.223,-1316.38,2136.88,111.76100000000001,-520.7040000000001,2304.86,125.47399999999999,-935.556,2209.0,125.47399999999999,-1340.9,2209.0
2085,Point At DX,448.92699999999996,284.18,2189.78,458.07800000000003,159.41,2149.32,461.67699999999996,-201.488,2143.61,458.024,-398.608,2114.07,458.95099999999996,71.8584,2147.94,612.1709999999999,66.6012,2060.44,641.7769999999999,-218.153,2008.0,616.4630000000001,-468.959,1872.69,611.401,-519.12,1845.63,458.95099999999996,71.8584,2147.94,309.67400000000004,60.775,2241.55,188.118,-163.447,2381.76,-32.003,-346.119,2387.31,-76.0272,-382.653,2388.42,562.008,-458.161,2092.98,430.039,-805.6089999999999,1868.07,430.039,-1214.25,1868.07,371.32,-470.866,2161.12,371.32,-905.289,2161.12,371.32,-1313.93,2161.12
6594,No Gesture,379.814,410.51800000000003,1925.38,374.789,283.478,1909.96,345.175,-78.2183,1921.18,340.86699999999996,-274.39,1881.55,367.476,194.153,1912.73,529.681,179.44099999999997,1953.06,593.686,-126.637,2007.78,655.127,-385.795,1921.7,667.415,-437.62699999999995,1904.49,367.476,194.153,1912.73,206.93900000000002,198.518,1874.16,128.484,-106.037,1830.97,124.31299999999999,-301.95799999999997,1631.11,123.478,-341.14300000000003,1591.14,445.283,-358.583,1912.74,500.12699999999995,-750.158,1673.39,500.12699999999995,-1168.59,1673.39,224.912,-340.12300000000005,1847.04,260.233,-759.4110000000001,1655.79,260.233,-1177.85,1655.79
5062,Take SX,253.549,299.931,2082.66,265.813,185.351,2054.45,224.25,-166.72799999999998,2075.28,206.41299999999998,-363.583,2048.76,255.649,99.2578,2059.54,430.119,88.706,2048.57,711.1560000000001,72.8541,1933.2,630.913,320.428,1864.69,614.864,369.94300000000004,1850.98,255.649,99.2578,2059.54,102.365,94.7815,2092.57,31.342,-196.167,2145.94,-35.0684,-424.032,2019.09,-48.3505,-469.605,1993.71,305.743,-443.027,2042.66,306.217,-843.7489999999999,1888.25,306.217,-1249.0,1888.25,97.4455,-429.191,2059.91,67.3339,-839.7,1937.45,67.3339,-1244.95,1937.45
841,Drop DX,-156.215,250.28,2364.81,-161.892,130.173,2347.5,-177.613,-227.43599999999998,2319.68,-183.24900000000002,-423.085,2276.22,-165.637,44.9962,2340.88,4.24286,28.5617,2351.79,52.308,-251.206,2360.9,76.7609,-476.416,2215.02,81.6515,-521.4580000000001,2185.85,-165.637,44.9962,2340.88,-342.462,57.2544,2352.14,-623.339,40.1374,2313.69,-588.905,158.33100000000002,2074.02,-582.018,181.97,2026.09,-77.3538,-497.148,2279.75,-72.2335,-867.785,2075.06,-72.2335,-1266.85,2075.06,-298.774,-478.68699999999995,2268.97,-342.603,-848.09,2066.69,-342.603,-1247.16,2066.69
871,Drop DX,-125.553,294.943,2114.04,-127.609,170.377,2084.98,-145.921,-189.143,2060.97,-149.31799999999998,-376.776,2012.61,-131.94899999999998,85.1617,2079.29,32.1146,64.4088,2083.77,93.1324,-213.583,2081.78,101.184,-427.608,1931.85,102.794,-470.414,1901.87,-131.94899999999998,85.1617,2079.29,-304.786,97.4074,2090.07,-575.95,98.6284,2003.61,-564.518,227.72400000000002,1776.55,-562.232,253.543,1731.14,-42.5201,-440.42800000000005,2001.41,-100.32600000000001,-797.9910000000001,1780.52,-100.32600000000001,-1197.06,1780.52,-257.72700000000003,-436.744,1996.39,-327.99300000000005,-767.8439999999999,1740.62,-327.99300000000005,-1166.91,1740.62
1313,Drop SX,56.8742,247.99,2256.01,57.626000000000005,129.011,2233.48,30.2206,-222.18599999999998,2243.52,26.6477,-413.67800000000005,2204.66,50.9628,43.6226,2235.92,221.41,34.4902,2274.09,433.347,-60.4509,2430.15,609.2280000000001,-12.5891,2244.91,644.405,-3.0167900000000003,2207.86,50.9628,43.6226,2235.92,-111.491,37.8742,2211.08,-182.61,-232.732,2211.32,-205.532,-477.736,2127.72,-210.11599999999999,-526.737,2111.0,127.259,-481.467,2207.66,135.55100000000002,-877.3710000000001,2053.12,135.55100000000002,-1277.22,2053.12,-76.7572,-471.74300000000005,2178.95,54.025,-753.951,1889.22,54.025,-1153.8,1889.22
575,Drop DX,329.055,274.853,2223.08,316.691,153.939,2193.87,270.123,-194.06900000000002,2190.48,258.762,-386.787,2139.94,305.35,69.1825,2193.05,479.67,52.4204,2197.59,562.497,-224.646,2220.38,610.0980000000001,-462.545,2128.97,619.618,-510.125,2110.68,305.35,69.1825,2193.05,135.72799999999998,90.4182,2203.83,-148.213,31.0976,2205.82,-201.606,132.995,1973.47,-212.28400000000002,153.374,1927.0,354.45099999999996,-466.49699999999996,2130.25,328.76099999999997,-865.529,1988.48,328.76099999999997,-1264.6,1988.48,148.565,-440.735,2116.59,153.248,-812.6080000000001,1912.46,153.248,-1211.68,1912.46
1479,Drop SX,175.703,268.645,2217.65,180.604,153.798,2183.69,198.972,-199.65599999999998,2210.97,192.96,-394.134,2181.38,185.033,68.5694,2190.27,335.37300000000005,71.0361,2129.98,498.038,29.925,1898.04,333.245,115.353,1717.44,300.28700000000003,132.439,1681.32,185.033,68.5694,2190.27,60.4029,50.8283,2276.63,51.6073,-226.53599999999997,2346.9,-42.7639,-466.912,2327.36,-61.6382,-514.987,2323.46,290.981,-454.86199999999997,2149.79,216.761,-813.83,1935.41,216.761,-1213.27,1935.41,104.84200000000001,-474.79900000000004,2207.52,-9.87217,-858.622,2066.64,-9.87217,-1258.06,2066.64
4619,Take SX,9.69848,298.246,2187.64,24.0726,178.042,2146.17,22.2127,-179.75099999999998,2145.76,12.6727,-375.708,2104.57,23.6147,89.9586,2146.07,189.268,98.0998,2110.03,454.595,150.129,1998.62,410.39,397.591,1953.84,401.54900000000004,447.084,1944.88,23.6147,89.9586,2146.07,-128.602,81.2976,2194.3,-168.237,-206.05599999999998,2231.38,-248.15900000000002,-436.194,2154.92,-264.143,-482.221,2139.63,119.16799999999999,-456.749,2089.54,88.8119,-852.1619999999999,1906.0,88.8119,-1263.22,1906.0,-91.1621,-460.38199999999995,2125.46,-74.3029,-885.416,2025.35,-74.3029,-1296.47,2025.35
4769,Take SX,104.205,347.537,2185.27,120.046,227.36900000000003,2155.89,125.34100000000001,-108.806,2091.82,105.581,-305.879,2110.84,121.389,142.07399999999998,2139.63,223.81400000000002,157.387,2032.29,253.303,227.4,1750.72,156.814,472.63599999999997,1769.08,137.517,521.683,1772.75,121.389,142.07399999999998,2139.63,10.7413,118.691,2240.64,19.8124,-165.94799999999998,2303.48,-71.5993,-413.467,2316.38,-89.8817,-462.97,2318.96,186.88299999999998,-302.60200000000003,2073.06,81.1831,-672.7180000000001,1879.55,81.1831,-1077.97,1879.55,22.5751,-284.828,2122.49,22.5751,-715.6460000000001,2122.49,22.5751,-1120.9,2122.49
6403,No Gesture,-112.10700000000001,441.339,1702.76,-89.7655,310.005,1676.48,-89.7829,-47.1365,1712.88,-96.4871,-258.927,1680.21,-89.7699,220.8,1685.57,67.8715,203.222,1628.85,150.624,-94.7419,1657.76,201.50799999999998,-322.20599999999996,1489.36,211.685,-367.699,1455.68,-89.7699,220.8,1685.57,-242.488,208.50400000000002,1746.45,-305.155,-95.6165,1739.36,-378.36300000000006,-335.851,1599.3,-393.005,-383.898,1571.28,11.7458,-313.822,1661.28,-49.1566,-639.4209999999999,1364.37,-49.1566,-1057.86,1364.37,-203.113,-310.15,1713.21,-214.899,-709.946,1518.51,-214.899,-1128.38,1518.51
3749,Point At SX,-194.88,277.928,2043.52,-179.696,148.053,2007.36,-221.195,-209.85,1966.65,-235.81,-413.32599999999996,1910.76,-189.69400000000002,61.8308,1997.55,-35.6921,56.9605,1926.0,-23.6559,-113.727,1675.89,-34.2219,-194.68,1421.91,-36.3351,-210.87099999999998,1371.11,-189.69400000000002,61.8308,1997.55,-338.93800000000005,61.6688,2060.6,-405.144,-233.995,2066.57,-405.144,-500.773,2066.57,-405.144,-609.018,2066.57,-128.514,-453.394,1887.54,-107.434,-790.832,1616.45,-107.434,-1198.47,1616.45,-339.349,-462.306,1929.67,-339.349,-895.663,1929.67,-339.349,-1303.3,1929.67
4395,Take DX,-113.669,267.834,2160.56,-106.539,143.317,2124.44,-67.2502,-206.05,2106.02,-48.8559,-413.44,2052.78,-96.6345,55.243,2119.8,69.5651,64.1022,2154.11,172.062,-233.62,2177.6,212.053,-462.26199999999994,2039.05,220.051,-507.99,2011.34,-96.6345,55.243,2119.8,-272.83299999999997,42.6485,2104.93,-518.492,-27.5529,1919.41,-520.4780000000001,231.183,1841.15,-520.875,282.931,1825.5,62.1193,-432.82099999999997,2054.9,71.1251,-827.357,1841.42,71.1251,-1241.52,1841.42,-158.406,-437.973,2034.23,-107.927,-869.018,1920.37,-107.927,-1283.18,1920.37
5595,No Gesture,-43.8078,400.93800000000005,2136.88,-40.6966,276.43,2110.3,-34.1861,-93.3737,2114.35,-39.1651,-300.19599999999997,2091.2,-39.1339,187.668,2111.27,125.441,176.83,2085.43,184.627,-112.745,2140.45,219.93400000000003,-349.57,2017.67,226.995,-396.935,1993.12,-39.1339,187.668,2111.27,-208.315,177.96900000000002,2129.0,-260.553,-117.14200000000001,2152.76,-313.065,-364.704,2061.32,-323.567,-414.216,2043.03,75.2825,-381.25199999999995,2080.33,24.7324,-769.9889999999999,1879.54,24.7324,-1184.29,1879.54,-151.849,-386.773,2100.19,-93.2788,-782.41,1915.71,-93.2788,-1196.71,1915.71
