Drop DX,168.704,298.354,2105.81,173.584,177.673,2079.03,168.669,-186.497,2085.81,158.37,-378.258,2057.19,172.403,90.1505,2080.66,342.975,79.7961,2045.09,392.678,-205.841,2051.99,401.278,-457.194,1919.69,402.999,-507.465,1893.23,172.403,90.1505,2080.66,2.42546,94.7559,2136.08,-240.759,24.8718,2277.8,-340.238,121.302,2029.68,-360.134,140.588,1980.06,268.13,-449.179,2064.26,223.841,-851.751,1904.9,223.841,-1260.29,1904.9,42.712,-438.641,2068.5,-5.49287,-837.747,1901.73,-5.49287,-1246.29,1901.73
Drop DX,166.101,298.407,2105.79,171.068,177.588,2078.99,167.613,-186.785,2085.82,157.863,-378.579,2057.15,170.238,90.0594,2080.63,340.789,80.287,2044.52,390.087,-205.637,2045.15,400.662,-459.837,1918.49,402.777,-510.677,1893.16,170.238,90.0594,2080.63,-0.0341644,93.6453,2135.01,-234.971,22.1196,2289.52,-342.084,114.906,2043.17,-363.507,133.463,1993.9,267.905,-449.274,2063.17,223.889,-852.356,1905.5,223.889,-1260.9,1905.5,41.8336,-438.11,2068.35,-38.5555,-805.474,1849.59,-38.5555,-1214.02,1849.59
Drop DX,161.943,298.458,2105.76,167.954,177.556,2078.94,165.682,-186.959,2085.83,157.196,-378.803,2057.12,167.408,90.0244,2080.59,336.558,78.5237,2044.05,384.667,-207.647,2038.04,399.355,-463.904,1916.7,402.292,-515.156,1892.43,167.408,90.0244,2080.59,-3.32643,93.2067,2133.71,-253.223,23.053,2263.62,-343.992,122.907,2013.83,-362.146,142.878,1963.87,267.32,-449.483,2063.32,223.736,-852.395,1905.48,223.736,-1260.95,1905.48,40.8202,-437.365,2068.12,-58.7346,-780.073,1819.54,-58.7346,-1188.63,1819.54
Drop DX,158.946,298.5,2105.74,165.886,177.528,2078.89,161.971,-187.068,2085.83,156.316,-378.984,2057.09,164.946,89.9988,2080.56,334.205,77.931,2044.39,385.046,-207.899,2041.21,396.732,-462.98,1916.64,399.069,-513.996,1891.72,164.946,89.9988,2080.56,-5.24272,93.1752,2134.03,-256.694,24.6217,2261.96,-343.634,123.981,2010.39,-361.022,143.853,1960.07,266.47,-449.723,2062.99,223.517,-852.731,1905.53,223.517,-1261.29,1905.53,40.0058,-437.009,2067.93,-55.252,-802.448,1852.44,-55.252,-1211.01,1852.44
Drop DX,155.954,298.549,2105.74,164.004,177.538,2078.87,157.486,-187.095,2085.83,155.379,-379.041,2057.08,162.439,90.0167,2080.54,331.17,76.2689,2044.25,385.639,-208.971,2042.18,392.717,-463.775,1915.52,394.133,-514.736,1890.19,162.439,90.0167,2080.54,-6.79364,92.8643,2134.17,-255.487,22.9441,2266.82,-340.749,121.186,2013.64,-357.802,140.835,1963.01,265.213,-450.256,2062.54,223.285,-853.393,1905.38,223.285,-1261.96,1905.38,39.5918,-437.117,2067.84,-16.1194,-844.965,1928.07,-16.1194,-1253.53,1928.07
Drop DX,152.648,298.56,2105.73,162.195,177.552,2078.86,151.446,-187.057,2085.83,152.372,-378.978,2057.09,159.615,90.054,2080.53,328.603,75.2395,2044.39,385.867,-209.503,2041.8,386.67,-464.504,1914.25,386.831,-515.504,1888.74,159.615,90.054,2080.53,-8.43645,92.7635,2134.02,-254.3,22.9095,2271.99,-339.174,117.983,2016.93,-356.149,136.998,1965.92,261.938,-450.304,2061.85,223.346,-853.74,1904.8,223.346,-1262.31,1904.8,37.3876,-437.562,2067.76,8.79793,-858.304,1962.53,8.79793,-1266.87,1962.53
Drop DX,151.019,298.61,2105.73,161.164,177.558,2078.85,148.443,-187.055,2085.83,148.721,-378.948,2057.09,158.112,90.0755,2080.52,328.345,76.3753,2045.3,385.718,-208.382,2042.01,384.63,-463.906,1914.3,384.412,-515.011,1888.75,158.112,90.0755,2080.52,-9.45821,92.9281,2133.98,-250.721,23.4779,2280.12,-336.517,113.611,2022.98,-353.676,131.637,1971.55,258.13,-449.733,2061.13,223.814,-854.307,1906.18,223.814,-1262.88,1906.18,34.5131,-438.463,2067.76,6.60647,-854.16,1944.14,6.60647,-1262.73,1944.14
Drop DX,150.253,298.67,2105.74,160.654,177.564,2078.84,148.136,-187.103,2085.83,146.976,-378.965,2057.08,157.651,90.0794,2080.52,328.221,77.0496,2045.3,385.245,-207.812,2041.93,385.365,-463.779,1914.41,385.389,-514.973,1888.91,157.651,90.0794,2080.52,-10.1254,93.1817,2133.8,-241.208,25.2244,2296.25,-331.572,106.07,2037.26,-349.644,122.24,1985.46,257.004,-448.123,2060.3,224.015,-853.882,1908.32,224.015,-1262.45,1908.32,33.0721,-439.005,2067.64,1.90683,-846.026,1918.68,1.90683,-1254.6,1918.68
Drop DX,145.562,298.847,2105.83,157.117,177.585,2078.86,148.046,-187.133,2085.84,141.745,-378.865,2057.1,154.94,90.0757,2080.54,325.994,76.9523,2045.88,379.419,-208.697,2041.91,385.204,-465.5,1913.75,386.361,-516.861,1888.12,154.94,90.0757,2080.54,-10.9644,94.0748,2146.01,-256.224,23.1081,2284.86,-340.298,104.229,2022.64,-371.986,134.805,1923.81,253.485,-445.965,2060.27,215.077,-851.048,1908.17,215.077,-1259.62,1908.17,27.4957,-441.089,2067.51,56.103,-859.512,1954.35,56.103,-1268.08,1954.35
Drop DX,144.576,298.854,2105.88,156.374,177.585,2078.92,148.024,-187.107,2085.84,141.213,-378.832,2057.1,154.37,90.072,2080.58,325.686,76.9945,2046.76,378.489,-208.773,2042.56,385.204,-465.549,1914.05,386.547,-516.904,1888.34,154.37,90.072,2080.58,-11.2944,93.9677,2147.58,-257.423,22.4472,2284.6,-346.412,103.056,2023.68,-379.953,133.439,1925.34,253.185,-446.008,2060.29,212.575,-850.538,1907.33,212.575,-1259.11,1907.33,26.7756,-441.433,2067.27,31.583,-861.166,1955.5,31.583,-1269.73,1955.5
